CrowdSize,Area,Density,Exits,EventType,Risk,EventName
5017,8629,0.5814115192953992,4,2,0,Synthetic
2630,2160,1.2175925925925926,6,0,0,Synthetic
5872,2729,2.151703920850128,8,0,0,Synthetic
7237,1163,6.222699914015477,9,2,1,Synthetic
13991,7540,1.8555702917771884,4,1,0,Synthetic
19520,6147,3.1755327802179925,6,0,0,Synthetic
12430,4549,2.7324686744339415,2,2,0,Synthetic
6710,6630,1.0120663650075414,3,0,0,Synthetic
10245,6688,1.531848086124402,2,1,0,Synthetic
3950,889,4.443194600674915,8,2,0,Synthetic
5178,5648,0.9167847025495751,3,2,0,Synthetic
8900,1838,4.842219804134929,8,0,1,Synthetic
10440,1582,6.599241466498103,4,0,1,Synthetic
9111,619,14.718901453957997,6,2,1,Synthetic
15522,9900,1.5678787878787879,4,2,0,Synthetic
5793,967,5.990692864529473,3,2,1,Synthetic
1649,6340,0.26009463722397475,6,0,0,Synthetic
4581,8098,0.5656952333909607,5,1,0,Synthetic
4937,7958,0.6203820055290274,5,1,0,Synthetic
8093,6207,1.3038504913806992,7,0,0,Synthetic
14928,7580,1.9693931398416886,5,1,0,Synthetic
14408,4468,3.224709042076992,4,0,0,Synthetic
11334,4792,2.3651919866444073,5,2,0,Synthetic
10849,6027,1.8000663680106188,2,1,0,Synthetic
7494,9851,0.7607349507664196,6,1,0,Synthetic
10736,2872,3.7381615598885793,9,0,0,Synthetic
3291,592,5.559121621621622,9,0,1,Synthetic
17055,3831,4.451840250587314,1,1,1,Synthetic
18763,9180,2.0438997821350764,7,1,0,Synthetic
17259,7069,2.4415051633894467,8,0,0,Synthetic
16562,8280,2.00024154589372,7,0,0,Synthetic
15016,7283,2.0617877248386653,1,2,0,Synthetic
9323,5140,1.8138132295719844,8,0,0,Synthetic
3556,7988,0.44516775162744116,3,2,0,Synthetic
2811,1868,1.5048179871520342,4,0,0,Synthetic
12189,565,21.573451327433627,4,2,1,Synthetic
4631,5530,0.8374321880650994,7,2,0,Synthetic
9064,6693,1.354250709696698,6,1,0,Synthetic
9865,6711,1.4699746684547756,1,2,0,Synthetic
2476,3209,0.7715799314428171,2,2,0,Synthetic
11924,2027,5.882585101134682,4,1,1,Synthetic
9932,8769,1.1326262971832592,7,1,0,Synthetic
7010,8761,0.8001369706654492,5,2,0,Synthetic
17253,980,17.605102040816327,5,2,1,Synthetic
4083,9703,0.42079769143563844,2,2,0,Synthetic
17005,9327,1.8232014581323042,2,2,0,Synthetic
12332,5984,2.060828877005348,8,2,0,Synthetic
16477,7328,2.248498908296943,2,1,0,Synthetic
12375,2661,4.650507328072154,4,0,1,Synthetic
11535,885,13.033898305084746,1,0,1,Synthetic
12358,9959,1.240887639321217,7,2,0,Synthetic
10836,5075,2.1351724137931036,9,2,0,Synthetic
2296,7365,0.31174473862864904,5,1,0,Synthetic
14315,501,28.572854291417165,8,1,1,Synthetic
17130,8989,1.9056624763599956,6,2,0,Synthetic
10873,7203,1.5095099264195475,2,1,0,Synthetic
12600,4758,2.648171500630517,4,2,0,Synthetic
16021,9878,1.6218870216643044,3,2,0,Synthetic
10617,3954,2.6851289833080423,5,0,0,Synthetic
1476,8906,0.16573096788681788,6,2,0,Synthetic
16506,2660,6.205263157894737,7,2,1,Synthetic
9596,7495,1.2803202134756504,5,2,0,Synthetic
8653,7553,1.1456374950350854,8,0,0,Synthetic
16998,648,26.23148148148148,4,2,1,Synthetic
10147,8233,1.232479047734726,9,1,0,Synthetic
1528,4167,0.36669066474682027,7,2,0,Synthetic
11429,2359,4.844849512505299,9,1,0,Synthetic
10573,2849,3.711126711126711,6,0,0,Synthetic
17521,3689,4.749525616698293,5,0,1,Synthetic
15479,2834,5.461891319689485,3,2,1,Synthetic
5210,5389,0.9667841900167007,8,2,0,Synthetic
17608,897,19.629877369007804,4,2,1,Synthetic
9696,5451,1.778756191524491,4,1,0,Synthetic
14971,1213,12.342126957955482,3,1,1,Synthetic
1928,8109,0.23776051301023554,5,1,0,Synthetic
2123,5166,0.41095625241966705,5,1,0,Synthetic
5991,1280,4.68046875,4,0,1,Synthetic
10922,2763,3.952949692363373,3,0,1,Synthetic
6743,4159,1.6213031978841068,8,1,0,Synthetic
16129,793,20.33921815889029,3,2,1,Synthetic
11254,3590,3.1348189415041783,3,1,1,Synthetic
17147,9524,1.8003989920201595,6,0,0,Synthetic
11266,1067,10.558575445173384,3,0,1,Synthetic
5569,6456,0.8626084262701363,7,0,0,Synthetic
1269,1030,1.2320388349514564,4,0,0,Synthetic
19294,8867,2.175933235592647,9,1,0,Synthetic
10128,1483,6.8293998651382335,4,2,1,Synthetic
18494,8790,2.103981797497156,6,2,0,Synthetic
18609,2371,7.848587094053142,7,0,1,Synthetic
12989,3671,3.538272950149823,5,0,0,Synthetic
8429,2297,3.669569003047453,3,0,1,Synthetic
14030,6597,2.1267242686069427,6,0,0,Synthetic
2857,4120,0.6934466019417476,3,0,0,Synthetic
17933,8938,2.0063772656075183,3,0,0,Synthetic
8099,6252,1.2954254638515674,4,0,0,Synthetic
15533,9095,1.7078614623419461,5,1,0,Synthetic
19815,7662,2.586139389193422,2,2,0,Synthetic
2939,3584,0.8200334821428571,4,1,0,Synthetic
13593,885,15.359322033898305,9,2,1,Synthetic
1719,7068,0.2432088285229202,8,1,0,Synthetic
9657,9635,1.002283341982356,7,2,0,Synthetic
2074,3491,0.5940991120022916,8,1,0,Synthetic
2114,8096,0.26111660079051385,6,0,0,Synthetic
5447,2843,1.915933872669715,2,1,0,Synthetic
17358,5760,3.013541666666667,5,1,0,Synthetic
4100,9814,0.4177705318932138,2,2,0,Synthetic
1271,5791,0.21947850112243136,7,0,0,Synthetic
17933,2739,6.54728002920774,8,1,1,Synthetic
5532,4460,1.240358744394619,5,1,0,Synthetic
1853,8300,0.22325301204819278,8,0,0,Synthetic
18422,8762,2.102488016434604,9,0,0,Synthetic
10223,6788,1.506040070713023,9,0,0,Synthetic
7445,8075,0.9219814241486068,9,2,0,Synthetic
697,3262,0.2136725935009197,1,0,0,Synthetic
9979,772,12.926165803108809,2,1,1,Synthetic
18574,6766,2.745196571090748,6,0,0,Synthetic
1733,1717,1.0093185789167152,6,1,0,Synthetic
3748,1737,2.157743235463443,6,0,0,Synthetic
3237,7185,0.45052192066805846,2,2,0,Synthetic
13024,3950,3.297215189873418,6,2,0,Synthetic
4766,810,5.883950617283951,3,2,1,Synthetic
10900,5255,2.0742150333016176,7,0,0,Synthetic
12919,9569,1.350088828508726,4,1,0,Synthetic
13271,5974,2.2214596585202546,8,0,0,Synthetic
18233,981,18.586136595310908,9,1,1,Synthetic
7293,5176,1.4090030911901081,2,0,0,Synthetic
13665,4170,3.276978417266187,8,0,0,Synthetic
18061,9403,1.9207699670317984,3,1,0,Synthetic
15895,6944,2.2890264976958523,2,2,0,Synthetic
6952,2751,2.5270810614322063,8,0,0,Synthetic
10503,8876,1.1833032897701667,5,2,0,Synthetic
8178,6263,1.3057640108574167,8,1,0,Synthetic
14989,7171,2.0902245154092873,4,1,0,Synthetic
11631,3022,3.8487756452680344,3,0,1,Synthetic
358,482,0.7427385892116183,2,2,0,Synthetic
4235,6829,0.6201493630106897,1,0,0,Synthetic
712,887,0.8027057497181511,5,1,0,Synthetic
11305,6709,1.6850499329259203,6,2,0,Synthetic
2691,7383,0.3644859813084112,1,2,0,Synthetic
10202,5308,1.9220045214770158,5,1,0,Synthetic
1383,1123,1.2315227070347283,6,1,0,Synthetic
8538,3911,2.183073382766556,5,0,0,Synthetic
10692,4064,2.6309055118110236,4,1,0,Synthetic
326,464,0.7025862068965517,4,1,0,Synthetic
745,7744,0.09620351239669421,2,2,0,Synthetic
13775,2704,5.09430473372781,5,1,1,Synthetic
13369,9546,1.4004818772260632,5,1,0,Synthetic
18199,6650,2.7366917293233084,2,1,0,Synthetic
1198,7296,0.16419956140350878,7,1,0,Synthetic
6516,7180,0.9075208913649025,3,0,0,Synthetic
1189,4778,0.24884889074926747,8,2,0,Synthetic
2058,6544,0.3144865525672372,4,0,0,Synthetic
3930,9246,0.42504866969500327,3,1,0,Synthetic
14578,7558,1.9288171473934903,5,2,0,Synthetic
9628,1148,8.386759581881533,4,1,1,Synthetic
16943,7768,2.181127703398558,7,0,0,Synthetic
12230,1987,6.155007549068948,2,2,1,Synthetic
7518,6562,1.1456872904602255,7,2,0,Synthetic
17861,6901,2.588175626720765,6,1,0,Synthetic
2759,4796,0.5752710592160133,8,1,0,Synthetic
14070,5861,2.400614229653643,4,0,0,Synthetic
8572,623,13.759229534510434,8,1,1,Synthetic
4349,1950,2.2302564102564104,6,0,0,Synthetic
15382,3146,4.889383343928799,3,0,1,Synthetic
5175,7430,0.6965006729475101,9,2,0,Synthetic
14047,1731,8.114962449451184,3,2,1,Synthetic
4593,9535,0.48169900367068696,6,0,0,Synthetic
14240,2923,4.871707150188163,8,0,1,Synthetic
16769,464,36.140086206896555,1,0,1,Synthetic
14065,1962,7.168705402650357,9,2,1,Synthetic
140,6027,0.023228803716608595,4,1,0,Synthetic
16332,8004,2.04047976011994,6,0,0,Synthetic
19682,5574,3.531036957301758,7,0,0,Synthetic
9377,2679,3.500186636804778,3,2,1,Synthetic
1592,860,1.8511627906976744,5,0,0,Synthetic
10278,8051,1.2766116010433486,1,0,0,Synthetic
2144,7568,0.2832980972515856,9,2,0,Synthetic
9268,4777,1.9401297885702324,8,0,0,Synthetic
13419,7668,1.75,7,2,0,Synthetic
1547,6781,0.22813744285503612,9,2,0,Synthetic
16889,8186,2.0631566088443685,6,0,0,Synthetic
12566,2046,6.141739980449658,7,1,1,Synthetic
16400,8970,1.8283166109253066,6,1,0,Synthetic
2107,1385,1.5212996389891698,7,0,0,Synthetic
10084,9502,1.0612502631025047,6,1,0,Synthetic
2361,3936,0.5998475609756098,2,0,0,Synthetic
6816,5075,1.3430541871921182,6,1,0,Synthetic
4478,8015,0.5587024329382408,3,1,0,Synthetic
12828,3000,4.276,3,1,1,Synthetic
5510,1655,3.3293051359516617,4,0,0,Synthetic
6896,4996,1.3803042433947157,6,0,0,Synthetic
17809,5176,3.440687789799073,8,2,0,Synthetic
5087,4897,1.0387992648560342,7,0,0,Synthetic
3928,2168,1.811808118081181,6,1,0,Synthetic
18284,5663,3.2286773794808403,5,0,0,Synthetic
4748,1055,4.500473933649289,5,2,0,Synthetic
11934,382,31.240837696335078,9,2,1,Synthetic
4592,6023,0.7624107587580939,3,2,0,Synthetic
17840,3829,4.659179942543745,1,2,1,Synthetic
11695,6332,1.8469677826910929,1,0,0,Synthetic
1087,3521,0.30871911388809997,5,0,0,Synthetic
13246,8565,1.5465265615878576,7,1,0,Synthetic
3152,6774,0.46530853262474164,7,0,0,Synthetic
1975,7193,0.2745725010426804,2,1,0,Synthetic
5543,1189,4.6619007569386035,1,2,1,Synthetic
17077,1974,8.65096251266464,8,0,1,Synthetic
3908,531,7.3596986817325805,3,2,1,Synthetic
14476,6089,2.3774018722286088,9,1,0,Synthetic
18981,2042,9.295298726738492,2,2,1,Synthetic
11481,7744,1.4825671487603307,7,2,0,Synthetic
19639,1828,10.74343544857768,6,2,1,Synthetic
6131,6639,0.9234824521765326,2,0,0,Synthetic
18950,2482,7.634971796937953,1,2,1,Synthetic
2098,5676,0.36962649753347426,5,1,0,Synthetic
12436,9542,1.3032907147348565,9,2,0,Synthetic
17915,5824,3.0760645604395602,6,0,0,Synthetic
13849,1330,10.412781954887219,2,2,1,Synthetic
3600,8766,0.4106776180698152,9,0,0,Synthetic
10313,3459,2.981497542642382,2,2,0,Synthetic
18726,3443,5.438861458030787,9,2,1,Synthetic
18554,559,33.19141323792486,9,1,1,Synthetic
18119,4200,4.314047619047619,8,2,0,Synthetic
3461,6783,0.5102462037446558,5,2,0,Synthetic
3367,6764,0.49778237729154345,8,0,0,Synthetic
19090,6106,3.1264330167048806,2,2,1,Synthetic
11346,2029,5.591917200591424,5,1,1,Synthetic
12051,3899,3.090792510900231,8,1,0,Synthetic
17538,5944,2.9505383580080755,2,0,0,Synthetic
7169,9791,0.7322030436114799,8,2,0,Synthetic
4752,8139,0.5838555105049761,6,2,0,Synthetic
6691,9649,0.6934397346875324,3,1,0,Synthetic
18793,6468,2.905534941249227,5,1,0,Synthetic
2269,2372,0.9565767284991569,5,1,0,Synthetic
8415,8236,1.0217338513841672,3,2,0,Synthetic
885,6339,0.1396119261713204,9,0,0,Synthetic
15073,5819,2.590307612991923,1,0,0,Synthetic
3907,7351,0.5314923139708884,6,0,0,Synthetic
3336,2552,1.3072100313479624,2,0,0,Synthetic
5598,1146,4.884816753926701,3,1,1,Synthetic
9669,1639,5.899328859060403,3,1,1,Synthetic
440,582,0.7560137457044673,5,2,0,Synthetic
458,5131,0.08926135256285324,3,0,0,Synthetic
1727,9695,0.17813305827746262,3,0,0,Synthetic
13383,6852,1.953152364273205,1,2,0,Synthetic
2251,9629,0.2337729774639111,9,1,0,Synthetic
19318,9390,2.0572949946751864,5,0,0,Synthetic
2760,3930,0.7022900763358778,5,1,0,Synthetic
1808,3830,0.4720626631853786,6,0,0,Synthetic
12121,6738,1.798901751261502,7,0,0,Synthetic
1307,2160,0.6050925925925926,6,0,0,Synthetic
982,4961,0.19794396291070349,4,1,0,Synthetic
7266,8129,0.8938368803050806,4,1,0,Synthetic
13627,2654,5.134513941220799,9,2,1,Synthetic
3925,3736,1.0505888650963597,3,0,0,Synthetic
15409,4002,3.8503248375812094,2,2,1,Synthetic
6242,3019,2.067572043723087,7,0,0,Synthetic
19603,2063,9.502181289384392,4,0,1,Synthetic
8116,2584,3.1408668730650153,1,0,1,Synthetic
4035,7942,0.5080584235708889,6,2,0,Synthetic
2590,7180,0.3607242339832869,7,1,0,Synthetic
3520,6045,0.5822994210090985,3,1,0,Synthetic
19437,6129,3.1713166911404795,5,1,0,Synthetic
12044,3935,3.0607369758576874,3,1,1,Synthetic
12406,7737,1.603463874886907,8,1,0,Synthetic
4308,8933,0.4822568006268891,7,2,0,Synthetic
1188,3563,0.33342688745439236,9,0,0,Synthetic
10059,8268,1.2166182873730043,9,2,0,Synthetic
8548,3947,2.1656954649100584,3,1,0,Synthetic
15138,3375,4.485333333333333,7,0,1,Synthetic
15843,7627,2.077225645732267,6,2,0,Synthetic
19910,3855,5.164721141374838,3,1,1,Synthetic
287,5609,0.05116776609021216,3,2,0,Synthetic
8649,5847,1.4792201128783993,2,0,0,Synthetic
12549,8113,1.5467767780106003,6,1,0,Synthetic
12837,1697,7.564525633470831,8,2,1,Synthetic
2655,5609,0.4733464075592797,7,2,0,Synthetic
3051,1438,2.1216968011126567,8,1,0,Synthetic
5786,9442,0.6127938995975429,6,0,0,Synthetic
18072,2568,7.037383177570093,1,0,1,Synthetic
536,3028,0.17701453104359313,5,2,0,Synthetic
13464,7680,1.753125,9,1,0,Synthetic
10676,382,27.94764397905759,7,1,1,Synthetic
15469,7851,1.9703222519424277,8,1,0,Synthetic
259,6755,0.0383419689119171,4,0,0,Synthetic
14843,7046,2.106585296622197,4,0,0,Synthetic
5690,7119,0.7992695603315072,2,2,0,Synthetic
6146,5145,1.1945578231292517,8,1,0,Synthetic
16098,7216,2.2308758314855877,1,2,0,Synthetic
13852,5286,2.620506999621642,1,1,0,Synthetic
18368,2009,9.142857142857142,6,1,1,Synthetic
14187,6256,2.267742966751918,6,0,0,Synthetic
15375,9280,1.6567887931034482,9,0,0,Synthetic
5838,4432,1.3172382671480145,2,1,0,Synthetic
15346,9210,1.6662323561346362,3,0,0,Synthetic
8489,6291,1.3493880146240662,3,0,0,Synthetic
10740,8862,1.2119160460392688,1,2,0,Synthetic
12092,7294,1.657800932273101,7,0,0,Synthetic
12280,434,28.294930875576036,5,0,1,Synthetic
622,6104,0.10190039318479685,4,2,0,Synthetic
9921,6032,1.6447281167108754,5,2,0,Synthetic
5942,1516,3.9195250659630605,1,0,1,Synthetic
15306,2787,5.491926803013993,9,2,1,Synthetic
19858,1719,11.552065154159395,2,1,1,Synthetic
5455,5168,1.055534055727554,7,0,0,Synthetic
13424,2457,5.463573463573463,5,0,1,Synthetic
13511,4624,2.9219290657439445,6,2,0,Synthetic
2105,2216,0.9499097472924187,4,0,0,Synthetic
10170,9588,1.0607008760951189,2,0,0,Synthetic
18235,9167,1.9892003927129922,7,1,0,Synthetic
16463,9331,1.764333940628014,5,1,0,Synthetic
17945,5384,3.333023774145617,4,0,0,Synthetic
11615,434,26.762672811059907,3,0,1,Synthetic
7580,4413,1.7176523906639474,6,1,0,Synthetic
2200,3948,0.5572441742654508,6,1,0,Synthetic
10297,8216,1.253286270691334,4,1,0,Synthetic
17158,8288,2.0702220077220077,3,2,0,Synthetic
19145,2264,8.456272084805654,6,0,1,Synthetic
1501,3459,0.43394044521538017,6,0,0,Synthetic
4314,3427,1.2588269623577473,1,1,0,Synthetic
3966,6018,0.6590229312063809,9,1,0,Synthetic
15593,4263,3.657752756274924,5,0,0,Synthetic
8324,6398,1.3010315723663646,7,0,0,Synthetic
6255,919,6.806311207834603,5,0,1,Synthetic
18691,4626,4.040423692174665,8,0,1,Synthetic
15164,9035,1.6783619258439402,8,2,0,Synthetic
8780,2404,3.6522462562396005,2,1,1,Synthetic
19760,1302,15.176651305683563,7,1,1,Synthetic
8807,5423,1.6240088511893787,9,2,0,Synthetic
12008,9371,1.2814000640273184,2,2,0,Synthetic
16761,432,38.798611111111114,1,2,1,Synthetic
13501,7859,1.7179030410993765,7,1,0,Synthetic
11804,225,52.46222222222222,9,1,1,Synthetic
8752,3964,2.2078708375378406,8,2,0,Synthetic
7106,3683,1.9294053760521315,1,0,0,Synthetic
315,7805,0.04035874439461883,9,2,0,Synthetic
14924,4981,2.996185504918691,2,1,0,Synthetic
10068,7963,1.2643476076855455,4,0,0,Synthetic
14894,2495,5.969539078156313,6,0,1,Synthetic
11285,2146,5.258620689655173,2,2,1,Synthetic
19267,3844,5.01222684703434,5,1,1,Synthetic
11937,2845,4.195782073813708,2,1,1,Synthetic
10641,2132,4.991088180112571,3,1,1,Synthetic
5737,1316,4.359422492401216,8,0,1,Synthetic
8911,8088,1.10175568743818,2,2,0,Synthetic
14079,9997,1.4083224967490247,9,2,0,Synthetic
19227,8066,2.383709397470865,9,2,0,Synthetic
8648,7386,1.1708637963715136,7,2,0,Synthetic
719,1082,0.6645101663585952,2,0,0,Synthetic
14222,8636,1.6468272348309403,2,1,0,Synthetic
5466,8911,0.6133991695657053,8,1,0,Synthetic
3523,7176,0.49094202898550726,7,0,0,Synthetic
12574,3867,3.2516162399793123,8,1,0,Synthetic
8377,2668,3.1398050974512746,4,0,0,Synthetic
8255,3783,2.1821305841924397,5,1,0,Synthetic
5067,2569,1.9723627870766836,7,2,0,Synthetic
15614,4644,3.3621877691645135,3,0,1,Synthetic
1296,2987,0.4338801473049883,9,1,0,Synthetic
8027,3518,2.281694144400227,2,2,0,Synthetic
2276,3943,0.5772254628455491,9,0,0,Synthetic
9271,2651,3.4971708789136176,5,1,0,Synthetic
7878,3896,2.0220739219712525,7,2,0,Synthetic
19249,4569,4.212956883344277,4,0,1,Synthetic
10295,892,11.541479820627803,2,0,1,Synthetic
18645,8545,2.181977764774722,4,2,0,Synthetic
12702,3986,3.1866532865027595,9,0,0,Synthetic
14312,2113,6.77330809275911,1,0,1,Synthetic
10693,1972,5.422413793103448,9,0,1,Synthetic
13096,7623,1.7179588088678999,8,2,0,Synthetic
17144,6442,2.661285315119528,3,2,0,Synthetic
1232,899,1.3704115684093436,7,2,0,Synthetic
10330,6497,1.5899645990457134,8,0,0,Synthetic
4657,2379,1.9575451870533838,7,1,0,Synthetic
8375,1622,5.163378545006165,2,0,1,Synthetic
6796,9783,0.6946744352448124,3,2,0,Synthetic
13969,4770,2.928511530398323,4,1,0,Synthetic
16754,2668,6.279610194902549,1,2,1,Synthetic
15739,3807,4.134226425006567,8,1,0,Synthetic
19559,489,39.99795501022495,9,0,1,Synthetic
6714,3452,1.9449594438006952,8,2,0,Synthetic
11216,780,14.37948717948718,5,1,1,Synthetic
4876,1024,4.76171875,9,1,0,Synthetic
5545,1580,3.509493670886076,9,1,0,Synthetic
14026,3356,4.17938021454112,4,2,0,Synthetic
5910,8733,0.6767433871521814,4,1,0,Synthetic
12807,3440,3.72296511627907,5,0,0,Synthetic
18333,8697,2.1079682649189375,5,0,0,Synthetic
16689,7552,2.2098781779661016,6,2,0,Synthetic
5241,8701,0.6023445580967705,5,0,0,Synthetic
11934,3473,3.4362222862078893,2,2,1,Synthetic
12641,8912,1.4184245960502693,1,2,0,Synthetic
3651,3032,1.204155672823219,4,2,0,Synthetic
252,5954,0.0423244877393349,5,0,0,Synthetic
2900,5510,0.5263157894736842,9,2,0,Synthetic
12167,1304,9.330521472392638,9,2,1,Synthetic
7363,2114,3.4829706717123936,6,0,0,Synthetic
506,366,1.3825136612021858,9,0,0,Synthetic
19973,880,22.696590909090908,9,0,1,Synthetic
4457,1563,2.8515674984005117,4,0,0,Synthetic
1638,3608,0.4539911308203991,1,2,0,Synthetic
2330,4487,0.5192779139737018,1,0,0,Synthetic
7206,9889,0.7286884417029023,4,1,0,Synthetic
8660,5146,1.6828604741546833,4,2,0,Synthetic
19019,4373,4.349188200320146,1,1,1,Synthetic
4869,4996,0.9745796637309848,7,2,0,Synthetic
19456,4122,4.720038816108685,6,0,1,Synthetic
17476,8312,2.102502406159769,8,2,0,Synthetic
18724,1676,11.171837708830548,6,0,1,Synthetic
15699,2055,7.63941605839416,3,2,1,Synthetic
2863,3863,0.7411338338079213,9,2,0,Synthetic
16935,9929,1.7056098297915199,8,1,0,Synthetic
17366,4608,3.7686631944444446,5,2,0,Synthetic
19761,8766,2.254277891854894,3,1,0,Synthetic
11354,4890,2.321881390593047,3,1,0,Synthetic
4659,7491,0.6219463356027233,1,0,0,Synthetic
19681,339,58.05604719764012,1,1,1,Synthetic
19652,8908,2.2061068702290076,9,1,0,Synthetic
6361,1087,5.8518859245630175,1,1,1,Synthetic
16533,4151,3.9828956877860757,9,2,0,Synthetic
12353,2806,4.402352102637206,7,0,1,Synthetic
13552,3965,3.417906683480454,7,2,0,Synthetic
12602,9941,1.2676793079167086,7,2,0,Synthetic
6041,7844,0.7701427842937277,8,0,0,Synthetic
15266,2961,5.155690645052347,9,0,1,Synthetic
5888,401,14.683291770573566,1,1,1,Synthetic
17001,7937,2.1419931964218217,5,1,0,Synthetic
2088,4002,0.5217391304347826,1,2,0,Synthetic
7262,6441,1.127464679397609,9,2,0,Synthetic
8499,5833,1.4570546888393623,8,1,0,Synthetic
4217,8545,0.4935049736688122,7,2,0,Synthetic
1618,6363,0.2542825711142543,9,1,0,Synthetic
18679,3754,4.975759190197123,2,1,1,Synthetic
19333,1942,9.955200823892893,9,0,1,Synthetic
13132,4395,2.9879408418657567,2,0,0,Synthetic
7719,9480,0.8142405063291139,3,1,0,Synthetic
14396,6609,2.1782417914964443,5,2,0,Synthetic
15774,4957,3.18216663304418,3,0,1,Synthetic
15326,1471,10.418762746431,6,1,1,Synthetic
18945,4320,4.385416666666667,1,0,1,Synthetic
4496,9483,0.4741115680691764,7,0,0,Synthetic
182,2120,0.08584905660377358,4,0,0,Synthetic
15696,2293,6.845180985608374,6,1,1,Synthetic
10996,5137,2.1405489585361104,2,2,0,Synthetic
18585,3690,5.036585365853658,4,2,1,Synthetic
17848,7494,2.3816386442487323,9,2,0,Synthetic
3776,2626,1.437928408225438,9,2,0,Synthetic
3062,1059,2.891406987724268,1,2,0,Synthetic
2524,9456,0.26692047377326567,2,0,0,Synthetic
10378,8760,1.184703196347032,5,2,0,Synthetic
1234,5366,0.22996645546030564,1,0,0,Synthetic
4264,2546,1.6747839748625295,2,2,0,Synthetic
8352,5241,1.5935890097309673,3,1,0,Synthetic
17821,1384,12.876445086705202,2,1,1,Synthetic
18010,1561,11.537475976937861,6,2,1,Synthetic
4470,5483,0.8152471274849535,8,1,0,Synthetic
10726,2193,4.891016871865025,6,0,1,Synthetic
1114,802,1.3890274314214464,8,2,0,Synthetic
16973,7064,2.4027463193657983,9,0,0,Synthetic
8124,494,16.445344129554655,1,0,1,Synthetic
18357,3458,5.30855986119144,5,1,1,Synthetic
4558,5507,0.8276738696204831,6,1,0,Synthetic
17163,5938,2.8903671269787807,5,2,0,Synthetic
14527,7897,1.8395593263264531,2,2,0,Synthetic
7929,7552,1.0499205508474576,4,1,0,Synthetic
8426,3844,2.191987513007284,6,2,0,Synthetic
7396,9214,0.802691556327328,3,1,0,Synthetic
11273,8512,1.3243656015037595,1,1,0,Synthetic
13752,5303,2.593249104280596,5,0,0,Synthetic
2861,2268,1.2614638447971782,2,2,0,Synthetic
2768,1002,2.7624750499001998,4,0,0,Synthetic
295,2387,0.12358609132802681,8,1,0,Synthetic
3706,8668,0.42754960775265344,4,0,0,Synthetic
13722,2791,4.916517377284127,7,0,1,Synthetic
6221,1400,4.4435714285714285,7,0,1,Synthetic
7072,336,21.047619047619047,6,2,1,Synthetic
19078,7406,2.576019443694302,6,0,0,Synthetic
186,6419,0.028976476086617853,7,2,0,Synthetic
14849,7168,2.071568080357143,6,0,0,Synthetic
13696,1900,7.208421052631579,7,0,1,Synthetic
11921,1847,6.454250135354629,7,0,1,Synthetic
5620,3887,1.4458451247748907,5,1,0,Synthetic
8937,4957,1.8029049828525319,6,0,0,Synthetic
9012,4933,1.8268801946077438,3,1,0,Synthetic
1773,8506,0.20844110039971783,4,1,0,Synthetic
13645,7378,1.8494171862293305,7,2,0,Synthetic
3730,346,10.780346820809248,6,2,1,Synthetic
3553,4707,0.7548332271085617,8,2,0,Synthetic
5728,8528,0.6716697936210131,1,1,0,Synthetic
3652,218,16.75229357798165,3,1,1,Synthetic
5197,8840,0.58789592760181,2,1,0,Synthetic
5718,4436,1.2889990982867447,6,0,0,Synthetic
11269,4388,2.5681403828623517,1,0,0,Synthetic
5027,4590,1.0952069716775599,8,1,0,Synthetic
6260,5588,1.1202576950608447,5,1,0,Synthetic
15910,5326,2.9872324446113407,1,2,0,Synthetic
292,1976,0.14777327935222673,1,2,0,Synthetic
18272,7574,2.4124636915764457,5,2,0,Synthetic
10755,9559,1.1251176901349513,9,1,0,Synthetic
6911,9488,0.728393760539629,8,0,0,Synthetic
604,9779,0.06176500664689641,3,1,0,Synthetic
3916,917,4.270447110141767,3,2,1,Synthetic
5157,4208,1.225522813688213,3,2,0,Synthetic
3864,4837,0.7988422575976846,9,1,0,Synthetic
10774,8775,1.2278062678062678,2,1,0,Synthetic
19049,2963,6.428957138035774,9,2,1,Synthetic
11164,4980,2.2417670682730924,2,1,0,Synthetic
6576,2804,2.3452211126961484,6,2,0,Synthetic
17015,6279,2.7098264054785792,3,2,0,Synthetic
16486,8597,1.9176456903571013,8,2,0,Synthetic
2990,6439,0.46435781953719524,2,1,0,Synthetic
9571,870,11.001149425287357,2,0,1,Synthetic
11867,5367,2.2111049003167507,9,0,0,Synthetic
16733,6657,2.513594712332883,5,0,0,Synthetic
2954,9895,0.29853461344113186,4,0,0,Synthetic
11718,5530,2.118987341772152,7,0,0,Synthetic
3042,8611,0.3532690744396702,6,0,0,Synthetic
11805,1190,9.920168067226891,3,0,1,Synthetic
16035,9195,1.7438825448613378,5,0,0,Synthetic
19375,3716,5.213939720129171,6,2,1,Synthetic
6044,7604,0.7948448185165702,2,1,0,Synthetic
11073,7059,1.5686357841053973,1,1,0,Synthetic
19045,6739,2.8260869565217392,3,1,0,Synthetic
4986,7685,0.6487963565387118,1,1,0,Synthetic
10844,4534,2.3917071018967797,3,1,0,Synthetic
12326,6404,1.92473454091193,1,1,0,Synthetic
15120,6311,2.395816827761052,5,1,0,Synthetic
16240,1122,14.47415329768271,4,2,1,Synthetic
8057,3246,2.482131854590265,5,2,0,Synthetic
1330,7847,0.1694915254237288,7,2,0,Synthetic
